session_id,msg_id,elapsed_sec,status
43,0,0.640388011932373,200
43,1,0.07284832000732422,200
43,2,0.06446170806884766,200
43,3,0.0661320686340332,200
43,4,0.06681180000305176,200
44,0,0.5096964836120605,200
44,1,0.08568167686462402,200
44,2,0.0735177993774414,200
44,3,0.06326460838317871,200
44,4,0.7249433994293213,200
45,0,0.6455123424530029,200
45,1,0.3599362373352051,200
45,2,0.07023358345031738,200
45,3,0.12906336784362793,200
45,4,0.347369909286499,200
46,0,0.5104448795318604,200
46,1,0.4849433898925781,200
46,2,0.06301736831665039,200
46,3,0.23602628707885742,200
46,4,0.07164120674133301,200
47,0,0.49944424629211426,200
47,1,0.06663656234741211,200
47,2,0.06424641609191895,200
47,3,0.3663597106933594,200
47,4,0.06587624549865723,200
48,0,0.5169401168823242,200
48,1,0.0749654769897461,200
48,2,0.06603884696960449,200
48,3,0.0636754035949707,200
48,4,0.7337064743041992,200
49,0,0.5098574161529541,200
49,1,0.4842715263366699,200
49,2,0.28368711471557617,200
49,3,0.06433773040771484,200
49,4,0.0644826889038086,200
50,0,0.6416840553283691,200
50,1,0.07247710227966309,200
50,2,0.0652313232421875,200
50,3,0.06643247604370117,200
50,4,0.06688499450683594,200
51,0,0.9775118827819824,200
51,1,0.06523370742797852,200
51,2,0.06316566467285156,200
51,3,0.06457090377807617,200
51,4,0.06418275833129883,200
52,0,0.5102195739746094,200
52,1,0.06702232360839844,200
52,2,0.07243156433105469,200
52,3,0.06379008293151855,200
52,4,0.06509113311767578,200
53,0,0.642218828201294,200
53,1,0.06561565399169922,200
53,2,0.06805753707885742,200
53,3,0.7650792598724365,200
53,4,0.06413650512695312,200
54,0,0.5005214214324951,200
54,1,0.09100508689880371,200
54,2,0.07413196563720703,200
54,3,0.8681914806365967,200
54,4,0.0653831958770752,200
55,0,0.49890875816345215,200
55,1,0.49086523056030273,200
55,2,0.0633535385131836,200
55,3,0.23651790618896484,200
55,4,0.06420612335205078,200
56,0,0.5104873180389404,200
56,1,0.07673168182373047,200
56,2,0.0630183219909668,200
56,3,0.0642402172088623,200
56,4,0.7353353500366211,200
57,0,0.5257275104522705,200
57,1,0.0759134292602539,200
57,2,0.06781411170959473,200
57,3,0.06325173377990723,200
57,4,0.06663370132446289,200
58,0,0.5203566551208496,200
58,1,0.07618546485900879,200
58,2,0.07864546775817871,200
58,3,0.06408929824829102,200
58,4,0.06503844261169434,200
59,0,0.4994359016418457,200
59,1,0.07999372482299805,200
59,2,0.08850526809692383,200
59,3,0.06409096717834473,200
59,4,0.06729722023010254,200
60,0,0.5141968727111816,200
60,1,0.1527872085571289,200
60,2,0.07062792778015137,200
60,3,0.0625913143157959,200
60,4,0.2745816707611084,200
61,0,0.5071263313293457,200
61,1,0.1567530632019043,200
61,2,0.06600022315979004,200
61,3,0.33939099311828613,200
61,4,0.06579709053039551,200
62,0,0.9763743877410889,200
62,1,0.06548714637756348,200
62,2,0.06534934043884277,200
62,3,0.5046684741973877,200
62,4,0.06981182098388672,200
63,0,0.9774596691131592,200
63,1,0.7652881145477295,200
63,2,0.06912970542907715,200
63,3,0.06554794311523438,200
63,4,0.06465959548950195,200
64,0,0.9753093719482422,200
64,1,0.35700058937072754,200
64,2,0.06557655334472656,200
64,3,0.06343722343444824,200
64,4,0.0643625259399414,200
65,0,0.9772319793701172,200
65,1,0.06229710578918457,200
65,2,0.06371879577636719,200
65,3,0.06471109390258789,200
65,4,0.23777055740356445,200
66,0,0.5056097507476807,200
66,1,0.0644083023071289,200
66,2,0.06348800659179688,200
66,3,0.06293773651123047,200
66,4,0.7457771301269531,200
67,0,0.5241556167602539,200
67,1,0.47150182723999023,200
67,2,0.0689239501953125,200
67,3,0.06586050987243652,200
67,4,0.16398215293884277,200
68,0,0.5307834148406982,200
68,1,0.07664132118225098,200
68,2,0.08123898506164551,200
68,3,0.06399965286254883,200
68,4,0.06984591484069824,200
69,0,0.5108697414398193,200
69,1,0.07868385314941406,200
69,2,0.07298517227172852,200
69,3,0.062462806701660156,200
69,4,0.06392693519592285,200
70,0,0.5246741771697998,200
70,1,0.09455704689025879,200
70,2,0.07646608352661133,200
70,3,0.06495928764343262,200
70,4,0.2749752998352051,200
71,0,0.5268056392669678,200
71,1,0.09385871887207031,200
71,2,0.06996440887451172,200
71,3,0.06338334083557129,200
71,4,0.06388974189758301,200
72,0,0.9770169258117676,200
72,1,0.3552529811859131,200
72,2,0.06443405151367188,200
72,3,0.20494961738586426,200
72,4,0.47803187370300293,200
73,0,0.6392114162445068,200
73,1,0.06431341171264648,200
73,2,0.0683143138885498,200
73,3,0.06366872787475586,200
73,4,0.25571107864379883,200
74,0,0.5124721527099609,200
74,1,0.47846245765686035,200
74,2,0.06834745407104492,200
74,3,0.23010706901550293,200
74,4,0.07361221313476562,200
75,0,0.5037589073181152,200
75,1,0.06598734855651855,200
75,2,0.5099847316741943,200
75,3,0.06437945365905762,200
75,4,0.07097125053405762,200
76,0,0.5204448699951172,200
76,1,0.0712130069732666,200
76,2,0.49046754837036133,200
76,3,0.2066202163696289,200
76,4,0.44974803924560547,200
77,0,0.5075767040252686,200
77,1,0.07353377342224121,200
77,2,0.0625145435333252,200
77,3,0.06332278251647949,200
77,4,0.32216644287109375,200
78,0,0.6403951644897461,200
78,1,0.06369853019714355,200
78,2,0.07514572143554688,200
78,3,0.07171058654785156,200
78,4,0.063568115234375,200
79,0,0.5146331787109375,200
79,1,0.0782020092010498,200
79,2,0.49079346656799316,200
79,3,0.06473469734191895,200
79,4,0.39522838592529297,200
80,0,0.5109748840332031,200
80,1,0.07931089401245117,200
80,2,0.06908011436462402,200
80,3,0.07116508483886719,200
80,4,0.30083322525024414,200
81,0,0.5100851058959961,200
81,1,0.06863689422607422,200
81,2,0.06406617164611816,200
81,3,0.06231403350830078,200
81,4,0.32511401176452637,200
82,0,0.6409175395965576,200
82,1,0.0666356086730957,200
82,2,0.7663881778717041,200
82,3,0.3658912181854248,200
82,4,0.09145021438598633,200
83,0,0.642164945602417,200
83,1,0.06856155395507812,200
83,2,0.7656934261322021,200
83,3,0.2710726261138916,200
83,4,0.06549787521362305,200
84,0,0.5093955993652344,200
84,1,0.47975969314575195,200
84,2,0.0682990550994873,200
84,3,0.22968292236328125,200
84,4,0.07099509239196777,200
85,0,0.5302150249481201,200
85,1,0.06953239440917969,200
85,2,0.06361174583435059,200
85,3,0.0637056827545166,200
85,4,0.06256461143493652,200
86,0,0.5200605392456055,200
86,1,0.07049155235290527,200
86,2,0.07761383056640625,200
86,3,0.06566214561462402,200
86,4,0.06447243690490723,200
87,0,0.5152413845062256,200
87,1,0.06542539596557617,200
87,2,0.0647885799407959,200
87,3,0.06714725494384766,200
87,4,0.31997179985046387,200
88,0,0.5136013031005859,200
88,1,0.08155989646911621,200
88,2,0.4880557060241699,200
88,3,0.5203852653503418,200
88,4,0.06289172172546387,200
89,0,0.5479483604431152,200
89,1,0.44690465927124023,200
89,2,0.2754333019256592,200
89,3,0.06429553031921387,200
89,4,0.06557679176330566,200
90,0,0.5287811756134033,200
90,1,0.10353660583496094,200
90,2,0.8382308483123779,200
90,3,0.06279420852661133,200
90,4,0.06688332557678223,200
91,0,0.5289626121520996,200
91,1,0.4631621837615967,200
91,2,0.06640315055847168,200
91,3,0.5437345504760742,200
91,4,0.06412839889526367,200
92,0,0.5210428237915039,200
92,1,0.07239151000976562,200
92,2,0.7078299522399902,200
92,3,0.0666201114654541,200
92,4,0.2693779468536377,200
93,0,0.670569896697998,200
93,1,0.09014368057250977,200
93,2,0.06389641761779785,200
93,3,0.06365847587585449,200
93,4,0.06420230865478516,200
94,0,0.5177240371704102,200
94,1,0.16091227531433105,200
94,2,0.06868100166320801,200
94,3,0.06189775466918945,200
94,4,0.06333112716674805,200
95,0,0.5798172950744629,200
95,1,0.06462860107421875,200
95,2,0.0649876594543457,200
95,3,0.06574606895446777,200
95,4,0.06489324569702148,200
96,0,0.5132801532745361,200
96,1,0.07376885414123535,200
96,2,0.0659952163696289,200
96,3,0.06831026077270508,200
96,4,0.06361937522888184,200
97,0,0.5378894805908203,200
97,1,0.1422572135925293,200
97,2,0.06397104263305664,200
97,3,0.06527924537658691,200
97,4,0.21974921226501465,200
98,0,0.5186805725097656,200
98,1,0.06304812431335449,200
98,2,0.4956214427947998,200
98,3,0.06792306900024414,200
98,4,0.14367914199829102,200
99,0,0.5978329181671143,200
99,1,0.06574773788452148,200
99,2,0.0659182071685791,200
99,3,0.07099485397338867,200
99,4,0.06911444664001465,200
